store_number,city,zipcode,street,street_number,latitude,longitude,title,subtitle,text,phone,fax,email,store_hours,store_hours_notes,payment,website,distribution,parking,barrier_free,bonus_card,section,service,toilet,default_radius
714013,Saint-André-de-Cubzac,33240,"zac de la Garosse 1470 av de l'Europe",,45.013886769587,-0.42694908628187,,,,,,,,,,,,,,,,,,
714012,CRESPIN,59154,"70 rue des Deportés",,50.405379712725,3.6655025653058,,,,,,,,,,,,,,,,,,
714011,WARCQ,8000,"1 bd Lucien Pierquin",,49.776578885069,4.6988978143882,,,,,,,,,,,,,,,,,,
714010,PERPIGNAN,66000,"av Julien Panchot",,42.677912013243,2.8507886909792,,,,,,,,,,,,,,,,,,
714009,"VILLEFRANCHE DE ROUERGUE",12200,"les Cabrières rte de Montauban",,44.361103044957,2.0032050886099,,,,,,,,,,,,,,,,,,
714008,Sainte-Feyre,23000,"le Verger",,46.175294987505,1.8934571646685,,,,,,,,,,,,,,,,,,
714007,MARLY,59770,"za de la Ferme St Ladre",,49.083134836134,6.1465372842319,,,,,,,,,,,,,,,,,,
714006,"VILLERS COTTERETS",2600,"av de la Ferté Milon",,49.249381911137,3.0953615989506,,,,,,,,,,,,,,,,,,
714005,"AMBARES ET LAGRAVE",33440,"Domaine de Beauséjour av de St Loubès",,44.924043965185,-0.46645347047303,,,,,,,,,,,,,,,,,,
714004,"ST PIERRE DU MONT",40280,"1751 av Kennedy",,43.872537061409,-0.49133843782502,,,,,,,,,,,,,,,,,,
714003,"AIGUES VIVES",30670,"za de Lalemande",,43.714621560919,4.1982336709451,,,,,,,,,,,,,,,,,,
714002,"BOGNY SUR MEUSE",8120,"rue Victor Hugo",,49.844178707901,4.7727296974604,,,,,,,,,,,,,,,,,,
714001,"La Rochelle",17000,"13 av Billaud Varenne",,46.151661158902,-1.1218507227222,,,,,,,,,,,,,,,,,,
709967,"Belleville Sur Meuse",55430,"2 Av Du Général De Gaulle",,49.16596,5.38246,,,,,,,,,,,,,,,,,,
709966,"Chevigny St Sauveur",21800,"Zac Les Terres Rousses Rte De Dijon",,47.30283,5.11471,,,,,,,,,,,,,,,,,,
709965,Epagny,74330,"89 Rue De L'Industrie",,45.937690310351,6.0801664593436,,,,,,,,,,,,,,,,,,
709964,"Tignieu Jameyzieu",38230,"114 Rte De Crémieu",,45.75181,5.19819,,,,,,,,,,,,,,,,,,
709963,Langon,33210,"Rte De Fargues",,44.54364,-0.26084,,,,,,,,,,,,,,,,,,
709962,"Serres Castet",64121,"Rue Du Valentin",,43.36097,-0.38614,,,,,,,,,,,,,,,,,,
708821,Fresnes,94260,"Allée De La Jachère, 24",,48.75508,2.33042,,,,,,,,,,,,,,,,,,
708819,L'Isle-Sur-La-Sorgue,84800,"Route Du Thor, 594",,43.9195,5.04025,,,,,,,,,,,,,,,,,,
708818,Serris,77700,"Cours Du Danube, 14",,48.85288,2.77798,,,,,,,,,,,,,,,,,,
708817,"Franqueville St Pierre",76520,"Place Haut Hubert, 2",,49.40459,1.15371,,,,,,,,,,,,,,,,,,
708816,Haguenau,67500,"Route De Bitche, 2",,48.82006,7.77876,,,,,,,,,,,,,,,,,,
708815,Cucq,62780,"Avenue D'Etaples, 520",,50.50734,1.62764,,,,,,,,,,,,,,,,,,
708814,"Saint Aignan",41110,"Avenue Du Blanc, 16",,47.26101,1.36051,,,,,,,,,,,,,,,,,,
708813,Rennes,35000,"Rue De La Visitation, 13",,48.11438,-1.67858,,,,,,,,,,,,,,,,,,
708812,Bazas,33430,"Chemin De Pérette, 1",,44.44171,-0.24021,,,,,,,,,,,,,,,,,,
708811,"Le Tignet",06530,"Route De Draguignan, 355",,43.63531,6.8564,,,,,,,,,,,,,,,,,,
707610,Valenciennes,59300,"239 Avenue Désandrouin",,50.36418,3.48812,,,,,,,,,,,,,,,,,,
707609,Teyran,34820,"1550 Av De Montpellier",,43.67265,3.91368,,,,,,,,,,,,,,,,,,
707608,"Ste Genevieve Des Bois",91700,"21 Du Plessis",,48.63184,2.33368,,,,,,,,,,,,,,,,,,
707607,Saint-Longis,72600,"2 Lieu-Dit Le Haut Saint Jean",,48.35282,0.35647,,,,,,,,,,,,,,,,,,
707606,"Saint Etienne",42000,"5 Rue Jean Jacques Rousseau",,45.4438,4.3783,,,,,,,,,,,,,,,,,,
707605,"Montoire Sur Le Loir",41800,"22 Avenue De La Paix",,47.7595,0.87797,,,,,,,,,,,,,,,,,,
707604,Marseille,13013,"215 Avenue Des Olives",,43.32425,5.44352,,,,,,,,,,,,,,,,,,
707603,"La Cote Saint Andre",38260,"100 Avenue Aristide Briand",,45.39268,5.2404,,,,,,,,,,,,,,,,,,
707602,Jurançon,64110,"1 Avenue Du 18 Juin 1940",,43.29112,-0.40496,,,,,,,,,,,,,,,,,,
707601,Floirac,33270,"1 Avenue Salvador Allende",,44.84482,-0.51086,,,,,,,,,,,,,,,,,,
707600,Daix,21121,"54 Rue De Dijon",,47.34375,4.99931,,,,,,,,,,,,,,,,,,
707599,Combs-La-Ville,77380,"1 Rue Pablo Picasso",,48.65942,2.56367,,,,,,,,,,,,,,,,,,
707598,Carpiquet,14650,"80 Route De Caen",,49.1872,-0.42204,,,,,,,,,,,,,,,,,,
707597,"Bourg En Bresse",01000,"1 Boulevard John Kennedy",,46.20729,5.23841,,,,,,,,,,,,,,,,,,
707596,Baume-Les-Dames,25110,"2 Rue Rosa Luxembourg",,47.34897,6.33626,,,,,,,,,,,,,,,,,,
703555,"Andilly (Charente Maritime)",17230,"Les Quatres Quartiers",,46.26109,-1.01134,,,,,,,,,,,,,,,,,,
703554,Carpentras,84200,"310 Voie De Monteux",,44.04481,5.02533,,,,,,,,,,,,,,,,,,
703553,Châtenay-Malabry,92290,"6 Rue De L'Oiseau Bleu",,48.76605,2.29054,,,,,,,,,,,,,,,,,,
703552,Hayange,57700,"6 Esplanade De La Liberté",,49.32897,6.06738,,,,,,,,,,,,,,,,,,
703551,Arques,62510,"71 Avenue Du Général De Gaulle",,50.7279,2.30513,,,,,,,,,,,,,,,,,,
703550,Darnétal,76160,"88 Rue Sadi Carnot",,49.44073,1.14538,,,,,,,,,,,,,,,,,,
703549,Paris,75014,"53/55 Avenue Du Maine",,48.83992,2.32232,,,,,,,,,,,,,,,,,,
703548,Solesmes,59730,"Du Général De Gaulle",,50.18981,3.49872,,,,,,,,,,,,,,,,,,
700108,Salon-De-Provence,13300,"310 Allée Szentendre 310",,43.63772,5.07643,,,,,,,,,,,,,,,,,,
700107,"La Guerche-De-Bretagne",35130,"35 Faubourg De Nantes",,47.93586,-1.23118,,,,,,,,,,,,,,,,,,
700106,Nîmes,30000,"1545 Route De Saint-Gilles",,43.8085,4.37218,,,,,,,,,,,,,,,,,,
700105,Cenon,33150,"3 Avenue René Cassagne",,44.86486,-0.51376,,,,,,,,,,,,,,,,,,
700104,Manosque,04100,"Boulevard Saint Joseph, 16",,43.82049,5.79485,,,,,,,,,,,,,,,,,,
700103,"Le Lion-D'Angers",49220,"2 Place Gustave Trouvé",,47.61517,-0.71087,,,,,,,,,,,,,,,,,,
700102,"La Madeleine-De-Nonancourt",27320,"14 Rue De Saint-André",,48.77864,1.20433,,,,,,,,,,,,,,,,,,
700101,Lambersart,59130,"226 Rue Auguste Bonte",,50.64599,3.01559,,,,,,,,,,,,,,,,,,
700100,Lamotte-Beuvron,41600,"98 Avenue De Vierzon",,47.58542,2.02494,,,,,,,,,,,,,,,,,,
700099,Auch,32000,"2 Rue Roger Salengro",,43.66461,0.59985,,,,,,,,,,,,,,,,,,
700098,Pézenas,34120,"Avenue Général De Gaulle, 170",,43.45339,3.41201,,,,,,,,,,,,,,,,,,
700097,Thillois,51370,"1 Rue Des Acacias",,49.26052,3.96532,,,,,,,,,,,,,,,,,,
700096,"Flers (Orne)",61100,"24 Rue De La Minière",,48.73544,-0.57513,,,,,,,,,,,,,,,,,,
700095,Béthune,62400,"60 Rue Jean Baptiste Lebas",,50.52157,2.63379,,,,,,,,,,,,,,,,,,
700094,Saint-Julien-En-Genevois,74160,"6 Route De Lathoy",,46.14136,6.09232,,,,,,,,,,,,,,,,,,
700093,Vaulx-En-Velin,69120,"32 Avenue Marcel Cachin",,45.78361,4.93583,,,,,,,,,,,,,,,,,,
700092,Neuville-Ferrières,76270,"Route De Forges Les Eaux",,49.72573,1.45908,,,,,,,,,,,,,,,,,,
700091,Saint-Cyr-L'École,78210,"104 Avenue Pierre Curie",,48.79515,2.05347,,,,,,,,,,,,,,,,,,
700090,"Le Havre",76600,"70 Quai Frissard",,49.49036,0.12704,,,,,,,,,,,,,,,,,,
700089,Épinal,88000,"58 Rue D'Alsace",,48.16661,6.44613,,,,,,,,,,,,,,,,,,
700088,Esmans,77940,"1 Rue Des Abreuvoirs",,48.36231,2.9571,,,,,,,,,,,,,,,,,,
700087,Ballainvilliers,91160,"9 Rue De La Tuilerie",,48.66918,2.28492,,,,,,,,,,,,,,,,,,
700086,Herblay,95220,"7 René Coty",,49.00199,2.18654,,,,,,,,,,,,,,,,,,
700085,Saint-Dié-Des-Vosges,88100,"3 Rue Antoine De Saint-Exupery",,48.29157,6.93854,,,,,,,,,,,,,,,,,,
700084,Ivry-Sur-Seine,94200,"42 Avenue Jean Jaurès",,48.81119,2.40292,,,,,,,,,,,,,,,,,,
700083,Ploufragan,22440,"Avenue Des Plaines Villes",,48.51302,-2.80442,,,,,,,,,,,,,,,,,,
700082,Gex,01170,"22 Rue Des Transporteurs",,46.33792,6.07381,,,,,,,,,,,,,,,,,,
700081,Bagnols-Sur-Cèze,30200,"1863 Route D'Avignon",,44.15254,4.64783,,,,,,,,,,,,,,,,,,
700080,Mer,41500,"19 Route D'Orléans",,47.70338,1.51376,,,,,,,,,,,,,,,,,,
700079,Arveyres,33500,"21 Route De La Rotonde - Port Du Nouguey",,44.9099,-0.25719,,,,,,,,,,,,,,,,,,
700078,Châlons-En-Champagne,51000,"4 Romain Rolland",,48.95026,4.35143,,,,,,,,,,,,,,,,,,
700077,Schiltigheim,67300,"3 Allée Frédérique Kleinknecht",,48.59963,7.74292,,,,,,,,,,,,,,,,,,
700076,Tourcoing,59200,"19 Rue Du Canal",,50.70549,3.15947,,,,,,,,,,,,,,,,,,
700075,Publier,74500,"Rue Des Vignes Rouge",,46.38974,6.52119,,,,,,,,,,,,,,,,,,
700074,"Le Havre",76620,"52 Rue Demidoff",,49.49756,0.1359,,,,,,,,,,,,,,,,,,
700073,Amiens,80000,"13 Avenue De La Défense Passive",,49.90749,2.31926,,,,,,,,,,,,,,,,,,
700072,Corbeil-Essonnes,91100,"24 Avenue Paul Maintenant",,48.60785,2.45131,,,,,,,,,,,,,,,,,,
700071,Vitry-Sur-Seine,94400,"1-3 Rue Eugène Hénaff",,48.7939,2.41742,,,,,,,,,,,,,,,,,,
691096,Melun,77000,"36 Avenue Du General Patton",,48.54738,2.64945,,,,,,,,,,,,,,,,,,
690220,"Le Biot",06270,"2040 Rd 6007",,43.63156,7.13393,,,,,,,,,,,,,,,,,,
690218,Montbéliard,25200,"38 Avenue Genéral Leclerc",,47.51549,6.79736,,,,,,,,,,,,,,,,,,
690217,Toulon-Sur-Allier,03400,"Rd 707",,46.5361,3.34654,,,,,,,,,,,,,,,,,,
690216,Muille-Villette,80400,"81 Rue De Paris",,49.73059,3.0678,,,,,,,,,,,,,,,,,,
690213,Aubergenville,78410,"14 Rue De Quarante Sous",,48.96497,1.85637,,,,,,,,,,,,,,,,,,
690212,Nyons,26110,"65 Route De Montélimar",,44.36384,5.1256,,,,,,,,,,,,,,,,,,
690211,Lège,44650,"21 Rue Jean-Claude Grassineau",,46.89236,-1.58602,,,,,,,,,,,,,,,,,,
690210,Eckbolsheim,67201,"11 Rue Jean Monnet",,48.58915,7.687,,,,,,,,,,,,,,,,,,
690209,Capens,31410,D10,,43.34061,1.25633,,,,,,,,,,,,,,,,,,
690208,"La Talaudière",42350,"41 Rue Victor Hugo",,45.48299,4.43941,,,,,,,,,,,,,,,,,,
685451,Langlade,30980,"Lieu Dit Le Vignaud",,43.80811,4.24216,,,,,,,,,,,,,,,,,,
685449,Lomme,59160,"83 Rue De L'Egalité",,50.63191,3.00032,,,,,,,,,,,,,,,,,,
685448,Poussan,34560,"71 Avenue Des Lauriers",,43.47378,3.67805,,,,,,,,,,,,,,,,,,
685445,Lavardac,47230,"Route De Nérac",,44.1688,0.2996,,,,,,,,,,,,,,,,,,
685444,Saran,45770,"1749 Route Nationale 20",,47.95319,1.89005,,,,,,,,,,,,,,,,,,
685443,Torigni-Sur-Vire,50160,"29 Route De Saint-Lô",,49.04072,-0.98371,,,,,,,,,,,,,,,,,,
685442,Pia,66380,"20 Route De Bompas",,42.7405,2.92737,,,,,,,,,,,,,,,,,,
685441,Mûrs-Erigné,49610,"2 Mail Du Grand Clos",,47.39617,-0.52747,,,,,,,,,,,,,,,,,,
685440,Nice,06000,"29 Avenue Alphonse Karr",,43.7012,7.26356,,,,,,,,,,,,,,,,,,
685439,Cogolin,83310,"626 Avenue Des Narcisses",,43.2548,6.5574,,,,,,,,,,,,,,,,,,
685438,Gémozac,17260,"4 Rue Des Frenes Za Pied Sec",,45.57746,-0.68083,,,,,,,,,,,,,,,,,,
685437,Villenave-D'Ornon,33140,"1 Avenue Du 7Eme Art",,44.78787,-0.53438,,,,,,,,,,,,,,,,,,
685436,Mably,42300,"99 Rue Jean De La Fontaine",,46.06593,4.06028,,,,,,,,,,,,,,,,,,
685435,L'Isle-D'Abeau,38080,"6 Rue Des Sayes",,45.61598,5.23451,,,,,,,,,,,,,,,,,,
685434,"Saint-Priest (Rhône)",69800,"35 Rue Du Progrès",,45.71639,4.95865,,,,,,,,,,,,,,,,,,
685433,Marignane,13700,"2 Allée De La Palun",,43.40618,5.20427,,,,,,,,,,,,,,,,,,
685432,Élancourt,78990,"5 Rue De Bucarest",,48.79148,1.97085,,,,,,,,,,,,,,,,,,
685431,Pignans,83790,D97,,43.30624,6.24947,,,,,,,,,,,,,,,,,,
685430,Villabé,91100,"3 Avenue De La Plaine",,48.58772,2.44723,,,,,,,,,,,,,,,,,,
685429,Villetaneuse,93430,"8 Route De St Leu",,48.94961,2.34441,,,,,,,,,,,,,,,,,,
685428,Villeparisis,77290,"36 Avenue De Verdun",,48.95507,2.59784,,,,,,,,,,,,,,,,,,
685427,Pierrelaye,95220,"128 Avenue Du Général Leclerc",,49.02079,2.14731,,,,,,,,,,,,,,,,,,
685426,Gonesse,95500,"Rond-Point De La Croix St Benoit",,48.98142,2.44232,,,,,,,,,,,,,,,,,,
685425,Courtry,77181,"11 Rue Louis Osteng",,48.90937,2.60602,,,,,,,,,,,,,,,,,,
674687,Rambouillet,78120,"58 Rue Georges Lenôtre",,48.62969,1.82943,,,,,,,,,,,,,,,,,,
674686,Seyssinet-Pariset,38170,"20 Avenue De Grenoble",,45.16875,5.69073,,,,,,,,,,,,,,,,,,
674684,"Le Haillan",33185,"5 Rue Des Satellites",,44.85997,-0.67512,,,,,,,,,,,,,,,,,,
674683,Objat,19130,"Avenue Raymond Poincaré",,45.25509,1.41309,,,,,,,,,,,,,,,,,,
674682,"Le Boulou",66160,"9 Carrer D'En Cavailles",,42.53368,2.8403,,,,,,,,,,,,,,,,,,
674681,Lieuran-Lès-Béziers,34290,"Rue Des Oliviers, 19",,43.41907,3.22766,,,,,,,,,,,,,,,,,,
674680,Châteaugiron,35410,"19 Rue De Rennes",,48.05416,-1.51464,,,,,,,,,,,,,,,,,,
674679,Gerzat,63360,"2 Rue Robert Estienne",,45.81546,3.15158,,,,,,,,,,,,,,,,,,
674678,Bourg-Lès-Valence,26500,"Rue Maryse Bastié",,44.96082,4.88502,,,,,,,,,,,,,,,,,,
664119,Perpignan,66000,"Le Mas Rousse Rue Paul Joseph Barthez",,42.66749,2.89667,,,,,,,,,,,,,,,,,,
664117,Moulins-Lès-Metz,57130,"12 Rue En Machotte",,49.08014,6.10152,,,,,,,,,,,,,,,,,,
664115,"Orgeval (Yvelines)",78630,"2050 Route Des Quarantes Sous",,48.93141,1.97389,,,,,,,,,,,,,,,,,,
664114,Rostrenen,22110,"14 Route De Saint Brieuc",,48.24448,-3.3072,,,,,,,,,,,,,,,,,,
664112,Dol-De-Bretagne,35120,"1A Rue De La Rouelle",,48.55193,-1.72384,,,,,,,,,,,,,,,,,,
664111,L'Île-Saint-Denis,92390,"210 Boulevard Gallieni",,48.93455,2.33343,,,,,,,,,,,,,,,,,,
659458,Salaise-Sur-Sanne,38150,"125 Route Nationale 7",,45.34831,4.80509,,,,,,,,,,,,,,,,,,
659456,"La Crau",83260,"Avenue 8 Mai 1945",,43.15301,6.07288,,,,,,,,,,,,,,,,,,
659455,Châteaurenard,13160,"4 Avenue De La Chaffine",,43.88913,4.83055,,,,,,,,,,,,,,,,,,
659454,Ploërmel,56800,"24 Rue Des Huloux",,47.94447,-2.39444,,,,,,,,,,,,,,,,,,
637609,Sète,34200,"408 Avenue Gilbert Martelli",,43.41323,3.71471,,,,,,,,,,,,,,,,,,
637608,Saint-Pierre-Lès-Elbeuf,76320,"120 Avenue De Bonport",,49.28994,1.04332,,,,,,,,,,,,,,,,,,
637607,"La Mothe-Achard",85150,"2 De La Prairie",,46.60872,-1.6659,,,,,,,,,,,,,,,,,,
635167,"Saint-Alban - Bretagne",22400,"5 Rue De La Gaieté",,48.55958,-2.54367,,,,,,,,,,,,,,,,,,
618865,Paris,75017,"47-49 Boulevard Bessieres",,48.897293,2.3236544,,,,,,,,,,,,,,,,,,
618411,Proville,59267,"122 Avenue De Paris",,50.15619,3.2221,,,,,,,,,,,,,,,,,,
583176,Narbonne,11100,"6 Route De Marcorignan",,43.19036,2.9857206,,,,,,,,,,,,,,,,,,
583175,Quiévrechain,59150,"70 Rue Des Déportés",,50.405495,3.6668665,,,,,,,,,,,,,,,,,,
583174,Choisy-Le-Roi,94600,"138 Avenue De Villeneuve Saint Georges",,48.756824,2.4240777,,,,,,,,,,,,,,,,,,
583172,Froideconche,70300,"Grand Pré Du Relet",,47.81611,6.389794,,,,,,,,,,,,,,,,,,
583171,Savonnières-Devant-Bar,55000,"77 Rue Ernest Bradfer",,48.765583,5.175237,,,,,,,,,,,,,,,,,,
495405,Saint-Jean-D'Angély,17400,"Avenue St Sulpice De Québec",,45.9505,-0.5022405,,,,,,,,,,,,,,,,,,
495403,"Les Herbiers",85500,"Rue Du Grand Rouet",,46.87378,-1.0249422,,,,,,,,,,,,,,,,,,
495402,Nogent-Sur-Seine,10400,"2 Rue Port Au Charbon",,48.486313,3.4863327,,,,,,,,,,,,,,,,,,
495401,Albi,81000,"Route De Saint Juéry",,43.938305,2.1820378,,,,,,,,,,,,,,,,,,
495400,Beauvais,60000,"5805F Rue Du Moulin De Bracheux",,49.423553,2.1145618,,,,,,,,,,,,,,,,,,
495399,Tournus,71700,"2 Avenue Du Clos Mouron",,46.56935,4.90505,,,,,,,,,,,,,,,,,,
495398,"La Seyne-Sur-Mer",83500,"Rue De Lisbonne, 198",,43.107853,5.8536186,,,,,,,,,,,,,,,,,,
495397,Longwy,54400,"39 Avenue Saintignon",,49.523094,5.7740593,,,,,,,,,,,,,,,,,,
495396,Ploumagoar,22970,"Zone D'Activités Du Runiou",,48.548313,-3.147255,,,,,,,,,,,,,,,,,,
495395,Carvin,62200,"1 Route De Oignies",,50.479557,2.9645832,,,,,,,,,,,,,,,,,,
495393,Sarrians,84260,"18 Rte De Carpentras",,44.07994,4.981813,,,,,,,,,,,,,,,,,,
493115,Nice,06000,"Rue De Roquebillière",,43.70894,7.28748,,,,,,,,,,,,,,,,,,
493112,Nœux-Les-Mines,62290,"77A Rue Léon Blum",,50.47733,2.68022,,,,,,,,,,,,,,,,,,
493111,Sallaumines,62430,"70 Bis Constant Darras",,50.42306,2.84779,,,,,,,,,,,,,,,,,,
493110,Tourcoing,59200,"Chaussée Ferdinand Forest",,50.73707,3.16073,,,,,,,,,,,,,,,,,,
493109,Saint-Paul-Lès-Dax,40990,"2104 Avenue De La Résistance",,43.72723,-1.07645,,,,,,,,,,,,,,,,,,
493107,Oloron-Sainte-Marie,64400,"90 Rue Oustalots",,43.17981,-0.61498,,,,,,,,,,,,,,,,,,
493106,Pau,64000,"51 Avenue Du Loup",,43.31192,-0.35678118,,,,,,,,,,,,,,,,,,
493105,Toulouse,31300,"82 Avenue De Lardenne",,43.5923,1.39948,,,,,,,,,,,,,,,,,,
493104,Plaisance-Du-Touch,31830,"32 Route De Toulouse",,43.57079,1.31178,,,,,,,,,,,,,,,,,,
493103,Plestin-Les-Grèves,22310,"Rue De Guergay",,48.663055,-3.6258879,,,,,,,,,,,,,,,,,,
493102,Reuil-En-Brie,77260,"Rue Du 8 Mai 1945",,48.95506,3.14153,,,,,,,,,,,,,,,,,,
493101,Romilly-Sur-Seine,10100,"1 Allée Des Entrepreneurs",,48.50895,3.71216,,,,,,,,,,,,,,,,,,
493100,Troyes,10000,"6 Avenue Maréchal De Lattre De Tassigny",,48.30525,4.09383,,,,,,,,,,,,,,,,,,
493099,Saint-Quentin,02100,"21 Rue Du Maréchal Foch",,49.84028,3.30001,,,,,,,,,,,,,,,,,,
493098,Soissons,02200,"43 Avenue De Laon",,49.38856,3.3366604,,,,,,,,,,,,,,,,,,
493097,Pfaffenhoffen,67350,"55 Route De Saverne",,48.84285,7.59347,,,,,,,,,,,,,,,,,,
493096,Reims,51100,"Rue Denis Papin",,49.269295,4.068721,,,,,,,,,,,,,,,,,,
493095,Saint-Avold,57730,"8 Rue Du Wenheck",,49.09453,6.71645,,,,,,,,,,,,,,,,,,
493094,Terville,57180,"3 Avenue Du 14 Juillet 1789",,49.35633,6.13033,,,,,,,,,,,,,,,,,,
493092,Santeny,94440,"Avenue De La Butte Gayen",,48.71421,2.57351,,,,,,,,,,,,,,,,,,
493091,Vaux-Le-Pénil,77000,"100 Route De Montereau",,48.53919,2.6794,,,,,,,,,,,,,,,,,,
493090,Pithiviers,45300,"Passée De Senives Lieu Dit De La Pointe",,48.190777,2.2461185,,,,,,,,,,,,,,,,,,
493088,Ploemeur,56270,"Rue De Saint Bieuzy",,47.73376,-3.42994,,,,,,,,,,,,,,,,,,
493087,Saint-Onen-La-Chapelle,35290,"Rue Louis Pasteur",,48.18766,-2.1733,,,,,,,,,,,,,,,,,,
493085,Rennes,35000,"183 Rue De Chatillon",,48.089157,-1.6718466,,,,,,,,,,,,,,,,,,
493084,Noyal-Châtillon-Sur-Seiche,35230,"2 Rue Lavoisier",,48.03994,-1.67939,,,,,,,,,,,,,,,,,,
493083,Questembert,56230,"Rue Des Azalées",,47.668167,-2.447871,,,,,,,,,,,,,,,,,,
493082,Saint-Herblain,44800,"347 Route De Vannes",,47.24909,-1.6144,,,,,,,,,,,,,,,,,,
493081,Saint-Herblain,44800,"15 Saint Nazaire",,47.21081,-1.61598,,,,,,,,,,,,,,,,,,
493079,"Roinville (Eure Et Loir)",91410,"30 Rue Du Général De Gaulle",,48.53206,2.05512,,,,,,,,,,,,,,,,,,
493078,Valenton,94460,"Avenue Julien Duranton",,48.76177,2.44686,,,,,,,,,,,,,,,,,,
493077,Thiais,94320,"8 Rue Des Alouettes",,48.75104,2.36959,,,,,,,,,,,,,,,,,,
493076,Neuilly-Sur-Marne,93330,"113 Avenue Du Général De Gaulle",,48.85883,2.53412,,,,,,,,,,,,,,,,,,
493075,Vaujours,93410,"198 Rue De Meaux",,48.9351,2.58038,,,,,,,,,,,,,,,,,,
493074,Paris,75012,"34 Rue De Reuilly",,48.84605,2.38764,,,,,,,,,,,,,,,,,,
493073,Saint-Sulpice-Sur-Risle,61300,"La Pichotière",,48.76276,0.66063,,,,,,,,,,,,,,,,,,
493072,Saint-Brice-Sous-Forêt,95350,"5 La Chapelle Saint Nicolas",,48.99082,2.36359,,,,,,,,,,,,,,,,,,
493071,Rang-Du-Fliers,62180,"2930 Route De Berck",,50.41567,1.61098,,,,,,,,,,,,,,,,,,
493070,"St Maximin",60740,"125 Rue De La Liberte",,49.24104,2.46919,,,,,,,,,,,,,,,,,,
493069,Osny,95520,"51 Route De Paris À Dieppe",,49.07333,2.0803204,,,,,,,,,,,,,,,,,,
493068,"St Aubin Sur Scie",76550,"45 Impasse De La Pointe",,49.89672,1.07804,,,,,,,,,,,,,,,,,,
493067,"Le Petit-Quevilly",76800,"53 Avenue Des Canadiens",,49.39591,1.06151,,,,,,,,,,,,,,,,,,
493066,Bonsecours,76300,"116 Rue Francois Arago",,49.42175,1.10581,,,,,,,,,,,,,,,,,,
493065,Vallauris,06220,"18 Avenue Du Tapis Vert",,43.57674,7.0573463,,,,,,,,,,,,,,,,,,
493064,Puget-Sur-Argens,83480,"24 Boulevard Du Colonel Dessert",,43.45267,6.69216,,,,,,,,,,,,,,,,,,
493063,Sainte-Maxime,83120,"164 Route Du Plan De La Tour",,43.32792,6.6117,,,,,,,,,,,,,,,,,,
493062,Draguignan,83720,"1608 Route De Draguignan",,43.51498,6.4774,,,,,,,,,,,,,,,,,,
493060,Reynès,66400,"115 Lieu Dit La Cabanasse",,42.494694,2.7245495,,,,,,,,,,,,,,,,,,
493059,Villeneuve-Sur-Lot,47300,"115 Avenue De Fumel",,44.40953,0.73833,,,,,,,,,,,,,,,,,,
493058,Varennes-Sur-Allier,03150,"90 Avenue De Chazeuil",,46.316647,3.3964016,,,,,,,,,,,,,,,,,,
493057,Trélazé,49800,"243 Rue Jean Jaurès",,47.44505,-0.50268,,,,,,,,,,,,,,,,,,
