store_number,city,zipcode,street,street_number,latitude,longitude,title,subtitle,text,phone,fax,email,store_hours,store_hours_notes,payment,website,distribution,parking,barrier_free,bonus_card,section,service,toilet,default_radius
1017366,Bolzano,39100,"Viale Durso, 281 D",,46.494355,11.322141,,,,"0471 1740035",,,,,,,,,,,,,,
990209,Fidenza,43036,"Via Xxiv Maggio, 28",,44.859562,10.074802,,,,"0524 730028",,,,,,,,,,,,,,
935021,Rovato,25038,"Via Xxv Aprile",,45.560818905441,10.003759860992,,,,"030 3660484",,,,,,,,,,,,,,
903611,"Appiano Gentile",22070,"Via Salvo D' Acquisto, 12/B",,45.736652,8.988276,,,,"031 3110118",,,,,,,,,,,,,,
689819,Loreto,60025,"Via Pizzardeto, 22/24",,43.436599,13.655652,,,,"071 2210090",,,,,,,,,,,,,,
566828,Porcia,33080,"Corso Italia, 4/D",,45.969398,12.611243,,,,"0434 923216",,,,,,,,,,,,,,
566823,Pavia,27100,"Via Bramante, 90",,45.166044,9.139411,,,,"0382 1760049",,,,,,,,,,,,,,
566818,Grandate,22070,"Via Dei Giovi, 69/B",,45.769024,9.060691,,,,"031 2286066",,,,,,,,,,,,,,
566808,Crema,26013,"Viale Della Repubblica, 20/22",,45.360146,9.68113,,,,"0373 080015",,,,,,,,,,,,,,
566804,"Saint Christophe",11020,"Località Grand Chemin, 20",,45.739688,7.348545,,,,"0165 1830003",,,,,,,,,,,,,,
507089,Tortona,15057,"Via Postumia, 23E3",,44.883325,8.85523,,,,"0131 1800046",,,,,,,,,,,,,,
507086,Portogruaro,30026,"Via Granatieri Di Sardegna, 6",,45.793996,12.820526,,,,"0421 1889924",,,,,,,,,,,,,,
482435,Burolo,10010,"Via Liguria, 7",,45.468131,7.922072,,,,"0125 1926808",,,,,,,,,,,,,,
482434,Bra,12042,"Strada San Matteo, 1/F",,44.708875,7.842861,,,,"0172 1850065",,,,,,,,,,,,,,
482433,Galliate,28066,"Via Sorelle Ugazio, 5",,45.469484,8.687458,"Centro Commerciale Il Gallo",,,"0321 1760018",,,,,,,,,,,,,,
482425,Biella,13900,"Corso Europa, 7",,45.552782,8.070125,,,,"015 2400012",,,,,,,,,,,,,,
482423,"Reggio Emilia",42100,"Largo Giambellino, 19/20",,44.709619,10.60622,"Centro Comm.Le Il Volo",,,"0522 1820050",,,,,,,,,,,,,,
412702,Montecassiano,62010,"Via Mainini, 22/24",,43.337611,13.438554,"Loc. Piane Di Potenza",,,"0733 598409",,,,,,,,,,,,,,
412695,Ancona,60127,"Via Don Bosco, 21/23",,43.605168,13.505025,,,,"071 2814240",,,,,,,,,,,,,,
372669,Cesena,47522,"Viale G. Matteotti, 483",,44.140684,12.228867,,,,"0547 335356",,,,,,,,,,,,,,
353636,Cantù,22063,"Via Per Alzate, 22",,45.743927,9.139704,,,,"031 716829","031 7092068",,,,,,,,,,,,,
353634,Vittuone,20010,"Strada Provinciale, 8 - Ex Ss 11",,45.482572,8.963554,,,,"02 9022239",,,,,,,,,,,,,,
345995,"Pessano Con Bornago",20060,"Via Vassallo, 52",,45.549722,9.392764,"C/O Centro Servizi La Fenice",,,"02 95749059","02 95744338",,,,,,,,,,,,,
345992,Mondovì,20060,"Corso Mondovicino, 25",,44.419643,7.848855,"C/O Parco Commerciale Mondovicino",,,"0174 529707","0174 529869",,,,,,,,,,,,,
302862,Capriolo,25031,"Via Molinara, 2",,45.620517,9.925332,,,,"030 7364140","030 7463184",,,,,,,,,,,,,
302861,Treviglio,24047,"Via Ortigara, 5",,45.528048,9.587666,,,,"0363 304396","0363 308267",,,,,,,,,,,,,
302786,Busnago,20874,"Via Italia, 197",,45.620506,9.4742,"C.C. Globo",,,"039 6897041","039 6822072",,,,,,,,,,,,,
166809,Thiene,36016,"Via Delle Arti, 23",,45.687517,11.484386,,,,"0445 360943",,,,,,,,,,,,,,
137548,Vercelli,13100,"Tangenziale Ovest Comparto Sud",,45.322901,8.392977,,,,"0161 271880",,,,,,,,,,,,,,
92140,Verona,37133,"Via F. Torbido, 11/A",,45.435958,11.013659,,,,"045 8408693",,,,,,,,,,,,,,
92134,Verona,37124,"Via Ca' Di Cozzi, 53/F",,45.464616,10.962625,,,,"045 8303578",,,,,,,,,,,,,,
92119,Assisi,06081,"Via Giuseppe Ermini",,43.056885,12.567855,,,,"075 8043186",,,,,,,,,,,,,,
92098,Tavagnacco,33010,"Via Nazionale, 130/B1",,46.12302,13.226952,,,,"0432 571661",,,,,,,,,,,,,,
92089,Dalmine,24044,"Via Provinciale, 29/H",,45.645081,9.615236,,,,"035 565460",,,,,,,,,,,,,,
92086,"Albano Sant'Alessandro",24061,"Via Tonale, 6/G",,45.686833,9.751234,,,,"035 4521451",,,,,,,,,,,,,,
92080,Segrate,20090,"Via Morandi, 1/B",,45.495854,9.30009,"Ang. Via Degli Alpini, 2",,,"02 26921803","02 2134843",,,,,,,,,,,,,
92074,Piacenza,29122,"Via Rigolli, 60",,45.035053,9.702576,,,,"0523 592599",,,,,,,,,,,,,,
92002,"Villafranca Di Verona",37069,"Viale Postumia, 49/D",,45.363842,10.860274,,,,"045 6305202","045 6305202",,,,,,,,,,,,,
91993,Torino,10149,"Corso Mortara, 38/C",,45.090769,7.672125,,,,"011 2160888",,,,,,,,,,,,,,
91990,"San Giuliano Milanese",20098,"Via Po, 15/E",,45.384486,9.264895,,,,"02 98289194","02 98289814",,,,,,,,,,,,,
91984,Parma,43121,"Viale Mentana, 103/A",,44.806466,10.334533,,,,"0521 232805","0521 384545",,,,,,,,,,,,,
91981,"Paderno Dugnano",20037,"Via Reali Snc - Via Magenta",,45.578002,9.145568,,,,"02 9106473",,,,,,,,,,,,,,
91975,Corridonia,62014,"Via Enrico Mattei, 180",,43.268022,13.480954,,,,"0733 287693","0733 287693",,,,,,,,,,,,,
91972,Milano,20141,"Viale G. Da Cermenate, 82",,45.437087,9.185111,,,,"02 84893357","02 89543083",,,,,,,,,,,,,
91969,Buccinasco,20090,"Via Della Resistenza, 121",,45.415434,9.116399,,,,"02 45708410","02 45704232",,,,,,,,,,,,,
91966,Bologna,40128,"Via Di Corticella, 89",,44.519753,11.348586,,,,"051 373322","051 4157085",,,,,,,,,,,,,
91963,Asti,14100,"Corso Torino, 72",,44.902945,8.189555,,,,"0141 411237",,,,,,,,,,,,,,
91936,"Torri Di Quartesolo",36040,"Via Roma, 264",,45.51776,11.618982,,,,"0444 380748",,,,,,,,,,,,,,
91930,Lodi,26900,"Viale Milano, 16",,45.31975,9.49324,,,,"0371 411962",,,,,,,,,,,,,,
