store_number,city,zipcode,street,street_number,latitude,longitude,title,subtitle,text,phone,fax,email,store_hours,store_hours_notes,payment,website,distribution,parking,barrier_free,bonus_card,section,service,toilet,default_radius
203417,Jaén,23006,"Edf. Atenas - C/ Europa s/n",,37.78694,-3.8172,,,,,,,,,,,,,,,,,,
203416,Jodar,23500,"Ctra. A-401 Km 24,600",,37.84164,-3.34401,,,,,,,,,,,,,,,,,,
203415,Alcaudete,23660,"Ctra. Alcalá 17",,37.59085,-4.0836,,,,,,,,,,,,,,,,,,
203414,Marmolejo,23770,"C/ Calvario 84",,38.04734,-4.17701,,,,,,,,,,,,,,,,,,
203413,"Santo Tomé",23311,"Avda. de Baécula 1",,38.02703,-3.10083,,,,,,,,,,,,,,,,,,
203412,Cazorla,23470,"Av. Guadalquivir 32-34 ",,37.91697,-3.00709,,,,,,,,,,,,,,,,,,
203411,"Baños de la Encina",23711,"c/Calvario Viejo s/n",,38.17599,-3.77351,,,,,,,,,,,,,,,,,,
203410,Bailén,23710,"Pol. Ind. Valderrepiso s/n",,38.10532,-3.76938,,,,,,,,,,,,,,,,,,
203409,"Santiesteban del Puerto",23250,"C/Modesto Higueras, s/n",,38.25238,-3.20304,,,,,,,,,,,,,,,,,,
203408,Ubeda,23400,"Pol. Ind. Los Cerros - C/ Ceramica s/n",,38.02601,-3.37192,,,,,,,,,,,,,,,,,,
203407,Baeza,23440,"Ctra. Baeza-Ubeda Km 0,600",,38.00023,-3.45093,,,,,,,,,,,,,,,,,,
203406,Martos,23600,"Ctra. de Fuensanta 174",,37.71824,-3.96999,,,,,,,,,,,,,,,,,,
203405,Siles,23380,"Ctra. de la Puerta 31",,38.3861,-2.58419,,,,,,,,,,,,,,,,,,
203404,Andújar,23740,"Ctra. Santuario Km 0,200",,38.1843,-4.03978,,,,,,,,,,,,,,,,,,
203403,"Beas de Segura",23280,"Manuel Ardoy 34",,38.25473,-2.8981,,,,,,,,,,,,,,,,,,
203402,"La Puerta de Segura",23360,"Andalucía 102",,38.35424,-2.74013,,,,,,,,,,,,,,,,,,
203401,"Alcalá la Real",23680,"Alamos 16.A",,37.461,-3.92305,,,,,,,,,,,,,,,,,,
203400,Porcuna,23790,"Av. Joaquín Costa 18",,37.87224,-4.17912,,,,,,,,,,,,,,,,,,
203399,Aracena,21200,"C/ Mato, s/n s/n",,37.89615,-6.56513,,,,,,,,,,,,,,,,,,
203398,"La Plama del Condado",21700,"P.I. Sexto Centenario 7",,37.39319,-6.55699,,,,,,,,,,,,,,,,,,
203397,"Valverde del Camino",21600,"Ctra. San Juan, 48",,37.56907,-6.75095,,,,,,,,,,,,,,,,,,
203396,"Santa Olalla del Cala",21260,"Av. Andalucía, 52 52",,37.90676,-6.22624,,,,,,,,,,,,,,,,,,
203395,Lepe,21440,"Avda. Diputación 18 local 2",,37.24848,-7.20318,,,,,,,,,,,,,,,,,,
203394,HUELVA,21007,"Pol. La Luz - Fase 1ª, Nave 1ª Nave s/n",,37.27007,-6.91175,,,,,,,,,,,,,,,,,,
203393,Huelva,21004,"Av. de Andalucía, 5",,37.26317,-6.94207,,,,,,,,,,,,,,,,,,
203392,Durcal,18650,"Comandante Lázaro 77",,36.98494,-3.56531,,,,,,,,,,,,,,,,,,
203391,Montefrío,18270,"Huelva 7",,37.32752,-4.00582,,,,,,,,,,,,,,,,,,
203390,Huescar,18830,"Avda. Granada s/n",,37.80402,-2.54451,,,,,,,,,,,,,,,,,,
203389,Huescar,18830,"P.I. La Encantada 18",,37.8231,-2.57925,,,,,,,,,,,,,,,,,,
203388,Motril,18600,"Salobreña - Pol. Ind. La Puchilla 4",,36.73457,-3.54939,,,,,,,,,,,,,,,,,,
203387,Padul,18640,"Av. Andalucía 64",,37.02574,-3.6304,,,,,,,,,,,,,,,,,,
203386,Baza,18800,"Sierra Morena 2",,37.49043,-2.76864,,,,,,,,,,,,,,,,,,
203385,Guadix,18500,"Av. Mariana Pineda 21",,37.30316,-3.1394,,,,,,,,,,,,,,,,,,
203384,Peligros,18210,"Polig. Ind. Navegran, C/Asturias 25",,37.2276,-3.63544,,,,,,,,,,,,,,,,,,
203383,Granada,18013,"Av. Juan Pablo II 96",,37.20297,-3.61549,,,,,,,,,,,,,,,,,,
203382,Cijuela,18339,"Pol. Ind. Sierra Nevada - C/ Prado s/n",,37.19642,-3.81737,,,,,,,,,,,,,,,,,,
203381,Cadiar,18440,"Av. Andalucía 18",,36.94624,-3.17712,,,,,,,,,,,,,,,,,,
203380,Lanjarón,18420,"Expiración 70",,36.92043,-3.47294,,,,,,,,,,,,,,,,,,
203379,Almuñecar,18690,"Torrecuevas s/n",,36.77507,-3.69062,,,,,,,,,,,,,,,,,,
203378,Loja,18300,"Av. Rafael Pérez del Alamo 74",,37.1691,-4.14947,,,,,,,,,,,,,,,,,,
203377,Ugijar,18480,"c/ Almería 29",,36.96239,-3.05132,,,,,,,,,,,,,,,,,,
203376,"Hinojosa del Duque",14270,"Marqués de Santillana, 13",,38.50345,-5.14566,,,,,,,,,,,,,,,,,,
203375,"Villanueva de Córdoba",14440,"Pozoblanco 7",,38.32287,-4.63,,,,,,,,,,,,,,,,,,
203374,Montilla,14550,"C/Severo Ochoa, esquina Marconi Parc 68",,37.57427,-4.65779,,,,,,,,,,,,,,,,,,
203373,Baena,14850,"C/Cancionero de Baena 10",,37.62494,-4.31341,,,,,,,,,,,,,,,,,,
203372,Córdoba,14005,"Av. Medina Azahara 16",,37.88546,-4.792,,,,,,,,,,,,,,,,,,
203371,Lucena,14900,"Cr. Cordoba-Malaga Km 69",,37.42113,-4.5212,,,,,,,,,,,,,,,,,,
203370,Córdoba,14014,"Pol. Las Quemadas - C/Fausto Garcia s/n",,37.90303,-4.72445,,,,,,,,,,,,,,,,,,
203369,Córdoba,14013,"Ingeniero Torroja y Miret s/n",,37.85676,-4.79162,,,,,,,,,,,,,,,,,,
203368,Rute,14960,"Lucena-Rute, Km 17.500 s/n",,37.32494,-4.37065,,,,,,,,,,,,,,,,,,
203367,"Priego de Cordoba",14800,"Crta. Fuente - Alama Km 1",,37.44887,-4.20195,,,,,,,,,,,,,,,,,,
203366,"Palma del Río",14700,"Naranja Salustiano 28",,37.69822,-5.28017,,,,,,,,,,,,,,,,,,
203365,"Pozo Blanco",14400,"De la Herradura 8",,38.38209,-4.84797,,,,,,,,,,,,,,,,,,
203364,"San José del Valle",11580,"Av. Independencia Urb. El Labrador 32B",,36.60731,-5.8024,,,,,,,,,,,,,,,,,,
203363,"San Pablo de Buceite",11320,"C/ Blas Infante, 32",,36.4677,-5.40939,,,,,,,,,,,,,,,,,,
203362,Villamartín,11650,"Virgen de las Montañas 39",,36.85617,-5.63682,,,,,,,,,,,,,,,,,,
203361,"Arcos de la Frontera",11630,"Av. de Lebrija s/n",,36.75832,-5.82323,,,,,,,,,,,,,,,,,,
203360,"San Lucar de Barrameda",11540,"Ctra. Chipiona P.I.Las Palmeras 1-3",,36.73486,-6.4317,,,,,,,,,,,,,,,,,,
203359,"San Lucar de Barrameda",11540,"P.I. La Gallarda, N-4 Tomas Iriarte s/n",,36.77258,-6.35297,,,,,,,,,,,,,,,,,,
203358,"San Lucar de Barrameda",11540,"Ctra. Trebujena Glor. J.L. Borges 1",,36.76883,-6.33915,,,,,,,,,,,,,,,,,,
203357,"San Lucar de Barrameda",11540,"Glorieta Jorge Luis Borges 1",,36.77258,-6.35297,,,,,,,,,,,,,,,,,,
203356,"Puerto Real",11510,"C/Cruz de la Degollada 17",,36.52909,-6.18444,,,,,,,,,,,,,,,,,,
203355,"Puerto de Santa Maria",11500,"Pol. Ind. El Palmar-Matías Balsera s/n",,36.61415,-6.20979,,,,,,,,,,,,,,,,,,
203354,Olvera,11690,"Pol. Ind. C/ Aceitunera 7",,36.93524,-5.25996,,,,,,,,,,,,,,,,,,
203353,"Chiclana de la Frontera",11130,"Pol. Ind. Urbisur-Av.Descubrimiento s/n",,36.42965,-6.14882,,,,,,,,,,,,,,,,,,
203352,Palmones,11379,"PG. Palmones II, C/Crucero 1",,36.18224,-5.43641,,,,,,,,,,,,,,,,,,
203351,"Pueblo Nuevo de Guadiaro",11311,"Sierra Bermeja 20",,36.2921,-5.30123,,,,,,,,,,,,,,,,,,
203350,"Jerez de la Frontera",11405,"Pol. Ind. Autopista C/ Pirita 49",,36.69851,-6.1123,,,,,,,,,,,,,,,,,,
203349,Rota,11520,"C/ Madrigal de las Altas Torres 1",,36.63216,-6.3629,,,,,,,,,,,,,,,,,,
203348,Conil,11140,"Ctra. Cádiz-Málaga Km 20",,36.31815,-6.08453,,,,,,,,,,,,,,,,,,
203347,Ubrique,11600,"Cortadores 2",,36.65989,-5.45241,,,,,,,,,,,,,,,,,,
203346,"Santa Maria del Aguila",04710,"Amberes 61-63",,36.78252,-2.74795,,,,,,,,,,,,,,,,,,
203345,Antas,04629,"Avda. Principal, Nave 8",,37.27037,-1.9588,,,,,,,,,,,,,,,,,,
203344,Almeria,04006,"Avda. Montserrat 146",,36.83846,-2.44552,,,,,,,,,,,,,,,,,,
203343,"El Ejido",04710,"Avda. El Treinta 251",,36.77876,-2.78367,,,,,,,,,,,,,,,,,,
203342,María,04838,"Camino Real 47",,37.70932,-2.16518,,,,,,,,,,,,,,,,,,
203341,"Velez Rubio",04820,"Puertas de Lorca 69",,37.64494,-2.06885,,,,,,,,,,,,,,,,,,
203340,"Huercal de Almería",04230,"Sagitario Poligono Venta Alegre 10",,36.87659,-2.44749,,,,,,,,,,,,,,,,,,
203339,Fiñana,04500,"Huertas 49",,37.16874,-2.83571,,,,,,,,,,,,,,,,,,
203338,Vicar,04738,"Bulevar Ciudad de Vicar, 809",,36.80351,-2.63108,,,,,,,,,,,,,,,,,,
203337,"Santa Mª del Aguila(El Ejido)",04710,"Pol. Ind. La Redonda, Nave 36, IV",,36.78944,-2.74989,,,,,,,,,,,,,,,,,,
203336,Albox,04800,"C/Historiador Fernández Ortega s/n",,37.38066,-2.13483,,,,,,,,,,,,,,,,,,
203335,Berja,04760,"Avda.Manuel Salmerón 103",,36.84306,-2.94658,,,,,,,,,,,,,,,,,,
203334,"Laujar de Andarax",04470,"C/ Hermanos Castañeda, 7",,36.99391,-2.88896,,,,,,,,,,,,,,,,,,
203333,"Laujar de Andarax",04470,"Villa Espesa, 25",,36.99393,-2.89111,,,,,,,,,,,,,,,,,,
203332,"Laujar de Andarax",04470,"Hermanos Castañeda, 10",,36.99391,-2.88896,,,,,,,,,,,,,,,,,,
203331,Huercal-Overa,04600,"C/ Carretera, 12",,37.38617,-1.94108,,,,,,,,,,,,,,,,,,
203330,Almería,04006,"Carrera del Doctoral 28",,36.83946,-2.4451,,,,,,,,,,,,,,,,,,
203329,"Zarza de Granadilla",10710,"Ctra. EX-205 Km 105",,40.23073,-6.04473,,,,,,,,,,,,,,,,,,
203328,Cañamero,10136,"Av. Cervantes 45",,39.3829,-5.38941,,,,,,,,,,,,,,,,,,
203327,"Valencia de Alcántara",10500,"P.I. Cerro S.Fco. C/Doce 4",,39.4125,-7.2429,,,,,,,,,,,,,,,,,,
203326,Plasencia,10600,"Av. Martín Palomino 38",,40.01412,-6.10572,,,,,,,,,,,,,,,,,,
203325,"Malpartida de Caceres",10910,"Pol. Ind. Las Arenas - A Parcela 3",,39.4518,-6.47971,,,,,,,,,,,,,,,,,,
203324,Moraleja,10840,"C/Arroyo de Fresnedoso, 2",,40.0597,-6.6468,,,,,,,,,,,,,,,,,,
203323,Caceres,10004,"P.E. Mejostilla, Juan de La Cierva s/n",,39.48997,-6.36436,,,,,,,,,,,,,,,,,,
203322,Caceres,10005,"Monfrague 7 B",,39.47165,-6.39311,,,,,,,,,,,,,,,,,,
203321,Moraleja,10840,"García Morato 22",,40.0693,-6.65575,,,,,,,,,,,,,,,,,,
203320,Trujillo,10200,"Av. de Miajadas 6",,39.45579,-5.88145,,,,,,,,,,,,,,,,,,
203319,"Villafranca de los Barros",06220,"General Solar Ibañez 58",,38.55573,-6.33639,,,,,,,,,,,,,,,,,,
203318,"Navalvillar de Pela",06760,"Arroyo Molinillo 20",,39.08883,-5.4698,,,,,,,,,,,,,,,,,,
203317,Aceuchal,06207,"Ctra. Villalba 6",,38.64447,-6.48309,,,,,,,,,,,,,,,,,,
203316,"Jerez de los Caballeros",06380,"Ctra. Badajoz 44",,38.32744,-6.76882,,,,,,,,,,,,,,,,,,
203315,Zahinos,06129,"Olivos 4",,38.32724,-6.95642,,,,,,,,,,,,,,,,,,
203314,"Valverde de Leganés",06130,"Avda. Badajoz 25",,38.67308,-6.98252,,,,,,,,,,,,,,,,,,
203313,Llerena,06900,"Av. Jesús de Nazaret 7",,38.23926,-6.01332,,,,,,,,,,,,,,,,,,
203312,Azuaga,06920,"Estalajes 156",,38.26157,-5.68377,,,,,,,,,,,,,,,,,,
203311,Azuaga,06920,"C/ Mina San Rafael 22",,38.26188,-5.69161,,,,,,,,,,,,,,,,,,
203310,Badajoz,06010,"C/ Don Benito, Local 13-14",,38.86448,-6.97746,,,,,,,,,,,,,,,,,,
203309,Monesterio,06260,"Pol. Ind. las Moreras, 24",,38.08756,-6.27859,,,,,,,,,,,,,,,,,,
203308,Montijo,06480,"Concepción Arenal 37",,38.90609,-6.61649,,,,,,,,,,,,,,,,,,
203307,Talarrubias,06640,"Av. de la Constitución 138",,39.03105,-5.23493,,,,,,,,,,,,,,,,,,
203306,Mérida,06800,"Pol. Ind. Albarregas Nave 11",,38.92222,-6.34089,,,,,,,,,,,,,,,,,,
203305,"Fregenal de la Sierra",06340,"P.I. Frexnense, nave 6-7 25",,38.16677,-6.63141,,,,,,,,,,,,,,,,,,
203304,"Los Santos de Maimona",06230,"Mérida 13",,38.44888,-6.37822,,,,,,,,,,,,,,,,,,
203303,"San Vicente de Alcántara",06500,"Av. Badajoz 25",,39.36272,-7.14002,,,,,,,,,,,,,,,,,,
203302,"Don Benito",06400,"Av. Vegas Altas 48",,38.96268,-5.84604,,,,,,,,,,,,,,,,,,
203301,Zafra,06300,"Pg. In. Los Caños, Parcela 209 A",,38.42109,-6.4082,,,,,,,,,,,,,,,,,,
203300,"Molina de Segura",30500,"Paraguay 6",,38.05648,-1.20997,,,,,,,,,,,,,,,,,,
203299,Archena,30600,"P.I. Capellania, Fransa Prof. N-3",,38.12013,-1.2717,,,,,,,,,,,,,,,,,,
203298,Archena,30600,"Calle 3 Nave Fransa P.I. Capellania ",,38.12013,-1.2717,,,,,,,,,,,,,,,,,,
203297,"Las Torres de Cotillas",30565,"Avda.Excma diputación 30",,37.81893,-0.95982,,,,,,,,,,,,,,,,,,
203296,Archena,30600,"Calle Asturias Nave 3A",,38.11433,-1.28948,,,,,,,,,,,,,,,,,,
203295,"Torre Pacheco",30591,"P.I. Polaris, C/Mar del Norte 3",,37.81256,-0.94331,,,,,,,,,,,,,,,,,,
203294,Yecla,30510,"C/ Músico Azorín Torregrosa 4",,38.61108,-1.13013,,,,,,,,,,,,,,,,,,
203293,Alguazas,30560,"Pol. Ind. El Cortijo C/ La Perla 14",,38.05384,-1.25752,,,,,,,,,,,,,,,,,,
203292,"Los Dolores Cartagena",30310,"La Aljorra Km 1.200",,37.69103,-1.06939,,,,,,,,,,,,,,,,,,
203291,Murcia,30002,"Ruiz Hidalgo 8",,37.97623,-1.12808,,,,,,,,,,,,,,,,,,
203290,Caravaca,30400,"Maruja Garrido 19",,38.10467,-1.8571,,,,,,,,,,,,,,,,,,
203289,Lorca,30817,"Plg.Ind.Avda.Río Guadalquivir, 2",,37.60879,-1.75579,,,,,,,,,,,,,,,,,,
203288,Cartagena,30593,"Pol. Ind. La Palma- Manzana 5 Par. s/n",,37.68443,-0.95366,,,,,,,,,,,,,,,,,,
203287,Beniel,30588,"Juan Carlos I 8",,38.04631,-1.00187,,,,,,,,,,,,,,,,,,
203286,"San José de la Vega",30570,"Av. de la Libertad 117",,37.97106,-1.07944,,,,,,,,,,,,,,,,,,
203285,Lorca,30800,"Ctra. La Pulgara-Ventarique s/n",,37.67165,-1.68782,,,,,,,,,,,,,,,,,,
203284,Totana,30850,"Ctra. Nacional 340 Km 615",,37.77487,-1.4906,,,,,,,,,,,,,,,,,,
203283,Cieza,30530,"Pg Los Prados, Avd.Reina Sofia Nave s/n",,38.25903,-1.43365,,,,,,,,,,,,,,,,,,
203282,Blanca,30540,"Ctra. Jumilla Km 3,5",,38.2311,-1.32904,,,,,,,,,,,,,,,,,,
203281,"Pilar de la Horadada",03190,"Ctra. Orihuela s/n",,37.87393,-0.80368,,,,,,,,,,,,,,,,,,
203280,"San Isidro",03349,"Polg. Ind. San Isidro 44 - 45",,38.17467,-0.85116,,,,,,,,,,,,,,,,,,
203279,Mula,30170,"Ctra. Caravaca s/n",,38.03844,-1.50016,,,,,,,,,,,,,,,,,,
203278,Lliria,46160,"Duque de Lliria 18 Bajo",,39.62797,-0.59502,,,,,,,,,,,,,,,,,,
203277,Valencia,46131,"Camino casas de Bárcenas 91",,39.52212,-0.35812,,,,,,,,,,,,,,,,,,
203276,Casinos,46171,"C/ Turia 42",,39.69821,-0.71119,,,,,,,,,,,,,,,,,,
203275,Ayora,46620,"Obispo Pérez 6",,39.05853,-1.05341,,,,,,,,,,,,,,,,,,
203274,Betera,46117,"Av. Alcalde Vicente Cremades 8",,39.59217,-0.45843,,,,,,,,,,,,,,,,,,
203273,Valencia,46006,"Carrera Malilla-Agrojardín Valencia s/n",,39.45508,-0.37825,,,,,,,,,,,,,,,,,,
203272,Algemesi,46680,"Pol. Ind. XARA - C/ Pla 11",,39.1968,-0.44268,,,,,,,,,,,,,,,,,,
203271,"Villar del Arzobispo",46170,"Castellón 1",,39.73452,-0.82392,,,,,,,,,,,,,,,,,,
203270,Chelva,46176,"Av. Madereros 41 Bajo",,39.74933,-0.99691,,,,,,,,,,,,,,,,,,
203269,Xirivella,46950,"Pol.Ind.Zamarra-Cno.Hondo dela Ramb s/n",,39.45817,-0.43677,,,,,,,,,,,,,,,,,,
203268,"La Alcudia",46250,"Pol. Ind. La Creu-C/ Gutierrez Mell s/n",,39.20734,-0.50573,,,,,,,,,,,,,,,,,,
203267,Gandia,46702,"Rafelcofer 35",,38.96069,-0.18399,,,,,,,,,,,,,,,,,,
203266,"Tavernes de Valldigna",46760,"Av. Germanias 99-101",,39.07463,-0.26104,,,,,,,,,,,,,,,,,,
203265,Utiel,46300,"San Ildefonso 49",,39.56585,-1.19992,,,,,,,,,,,,,,,,,,
203264,"Venta del Moro",46310,"Ctra.Tamayo 17",,39.4855,-1.35592,,,,,,,,,,,,,,,,,,
203263,Requena,46340,"De la Energía 15",,39.49155,-1.10653,,,,,,,,,,,,,,,,,,
203262,Almussafes,46440,"Ronda Monestir de Valldigna s/n",,39.29325,-0.41894,,,,,,,,,,,,,,,,,,
203261,Xativa,46800,"Pol. Ind. F - Ronda Sequia La Vila s/n",,38.9963,-0.51998,,,,,,,,,,,,,,,,,,
