store_number,city,zipcode,street,street_number,latitude,longitude,title,subtitle,text,phone,fax,email,store_hours,store_hours_notes,payment,website,distribution,parking,barrier_free,bonus_card,section,service,toilet,default_radius
307696,"East Devonport",7310,"221 Tarleton St",,-41.19251517572,146.37028301206,"ARGOSY HOTEL BOTTLE-O",,,,,,,,,,,,,,,,,
320155,BRAYBROOK,3019,"227 BALLARAT ROAD",,-37.781887707993,144.86401465083,"BRAYBROOKDRIVE-THROUGH SUPERSTORE",,,,,,,,,,,,,,,,,
320154,KEYSBOROUGH,3173,"320 CHELTENHAM",,-37.994780598997,145.17425414975,"The Bottle-O Keysbrough",,,,,,,,,,,,,,,,,
319018,GLENHUNTLY,3163,"1128 GLENHUNTLY ROAD",,-37.889510289156,145.0411468794,"BOTTLE-O GLEN HUNTLY - ",,,,,,,,,,,,,,,,,
318949,"Vermont South",3133,"495-511 Burwood Hwy",,-37.856194964348,145.18327998664,"The Bottle-O Vermont South - Shop4 ",,,,,,,,,,,,,,,,,
318948,"South Morang",3752,"1 The Promenade",,-37.637370592681,145.06805241869,"Bottle O at Mill Park - Bottle O At Mill Park - Shop 1",,,,,,,,,,,,,,,,,
318942,Clayton,3168,"379 Clayton Road",,-37.92726381063,145.11898731965,"THE BOTTLE-O CLAYTON - The Bottle-O Clayton",,,,,,,,,,,,,,,,,
318941,Warragul,3820,"36-38 Alfred St",,-38.166185902257,145.93349534069,"The Bottle-O Warehouse Monacellars",,,,,,,,,,,,,,,,,
318940,Cockatoo,3781,"34 Mcbride St",,-37.935991871271,145.49223195456,"The Bottle-O Cockatoo",,,,,,,,,,,,,,,,,
318935,Yarram,3971,"197 Commercial Rd",,-38.562248852566,146.67656002042,"THE BOTTLE-O YARRAM - The Bottle-O Yarram",,,,,,,,,,,,,,,,,
312608,Officer,3809,"43 Siding Ave",,-38.068030907031,145.41361164671,"the Bottle-O Officer - Unit 1 ",,,,,,,,,,,,,,,,,
312607,"Weir Views",3338,"179-253 Exford Rd",,-37.722185135648,144.57285104315,"Bottle O Melton - Sh R01 ",,,,,,,,,,,,,,,,,
312605,Craigieburn,3064,"1A Cnr Hanson & C/Burn Rd",,-37.598327945589,144.93538202405,"TBO CRAIGIEBURN ",,,,,,,,,,,,,,,,,
307704,"Yarra Junction",3797,"Cnr Main & Hoddle Sts",,-37.781886034525,145.61144035517,"Bottle O at Yarra Junction ",,,,,,,,,,,,,,,,,
307703,Wantirna,3152,"2 The Mall Mt Hwy",,-37.847861482916,145.2322123955,"THE BOTTLE-O WANTIRNA - Wantirna Mall",,,,,,,,,,,,,,,,,
305096,Pakenham,3810,"58 RACECOURSE RD",,-38.077664,145.493802,"the Bottle-O Pakenham ",,,"(03) 5940 3023",,,,,,,,,,,,,,
305095,"Noble Park",3174,"1266 Heatherton Rd",,-37.966733794291,145.1865363121,"THE BOTTLE-O NOBLE PARK",,,,,,,,,,,,,,,,,
304303,Romsey,3434,"99A Main St",,-37.348769,144.742311,"THE BOTTLE O ROMSEY - Bottleo X",,,"(03) 4405 2611",,,,,,,,,,,,,,
304298,Morwell,3840,"112-128 Princes Hwy",,-38.2339,146.439249,"the Bottle-O WAREHOUSE Monacellars - Tbo Monacellars W&S * Pp*",,,"(03) 5134 2906",,,,,,,,,,,,,,
304297,Grantville,3984,"1514 Bass Hwy",,-38.407804,145.529289,"the Bottle-O Grantville - Tbo - Lot 1",,,"(03) 5678 8091",,,,,,,,,,,,,,
304296,"Geelong North",3215,"77 Separation St",,-38.1102586,144.3391438,"The Bottle O Bell Park - Bell Park",,,"(03) 5278 1502",,,,,,,,,,,,,,
302477,Truganina,3029,"8/211 Leakes Rd",,-37.840051,144.749288,"The Bottle O Truganina - Liquor*S*Dd*",,,"(03) 9394 1583",,,,,,,,,,,,,,
302476,Tooradin,3980,"110 South Gippsland Hwy",,-38.214563,145.382327,"THE BOTTLE-O TOORADIN - ",,,"(03) 5998 3243",,,,,,,,,,,,,,
302473,Dromana,3936,"244 Boundary Rd",,-38.343996,144.979728,"Tbo Seabreeze Cellars X",,,"(03) 5987 0877",,,,,,,,,,,,,,
302472,Doreen,3754,"121 Elation Blvd",,-37.615835,145.125649,"Bottle O at Doreen - Shop 11",,,"(03) 8748 3163",,,,,,,,,,,,,,
302471,Darley,3340,"12A Albert St",,-37.654975,144.448381,"THE BOTTLE O DARLEY - Bottleshop *Dd*",,,"(04) 3281 7339",,,,,,,,,,,,,,
276564,Highton,3216,"90 Barrabool Rd",,-38.17082,144.319879,"The Bottle O Steve's Liquor Highton - Steves Liquor - Cellars",,,"(03) 5243 5072",,,,,,,,,,,,,,
275637,"St Albans",3021,"112-120 Mainrd East",,-37.746313,144.820729,"The Bottle O St Albans - Shop 4-5",,,,,,,,,,,,,,,,,
275634,Melbourne,3000,"7 Exhibition St",,-37.815799,144.972091,"Bottle O Exhibition Street*Dd* - Shop 3",,,"(03) 9663 1980",,,,,,,,,,,,,,
275630,Melbourne,3000,"621 Lonsdale St",,-37.814874,144.953774,"The Bottle O Lonsdale Cellars - Lonsdale Cellars*Dd* - Shop 404",,,"(03) 8593 8082",,,,,,,,,,,,,,
275622,Warrnambool,3280,"82 Mortlake Rd",,-38.36787,142.494052,"Northpoint Liquor Barn - Northpoint L/Barn (Tbo W/Bool)",,,"(03) 5561 5000",,,,,,,,,,,,,,
271708,"Yarra Glen",3775,"35 Bell St",,-37.657775,145.374166,"The Bottle-O Yarra Glen - Bell St Cellars",,,"(03) 9730 1378",,,,,,,,,,,,,,
269708,Shepparton,3630,"Corner Of High St And St Georges Rd",,-36.382673778402,145.4087305069,"The Bottleo Warehouse Shepparton - Warehouse",,,"(03) 5831 3833",,,,,,,,,,,,,,
266498,Wangaratta,3677,"1-9 Spear St",,-36.355216,146.315458,"The Bottle-O North Eastern Wangaratta - North Eastern Hotel",,,"(03) 5721 3741",,,,,,,,,,,,,,
223540,Numurkah,3636,"93 Melville St",,-36.091694,145.442505,"THE BOTTLE O NUMURKAH - Tbo",,,"(03) 5862 3796",,,,,,,,,,,,,,
102910,Croydon,3136,"4/434 Maroondah Hwy",,-37.796707,145.256376,"the Bottle-O Mayerling Cellars ",,,"(03) 9870 4928",,,,,,,,,,,,,,
102905,Doveton,3177,"2-4 Linden Pl",,-37.985301,145.23918,"the Bottle-O Doveton - Linden Place Supermarket",,,"(03) 9792 9762",,,,,,,,,,,,,,
102895,Mornington,3931,"106 Wilsons Rd",,-38.230794,145.037994,"the Bottle-O Mornington - Tbo",,,"(03) 5975 5251",,,,,,,,,,,,,,
102885,Northcote,3070,"358 High St",,-37.769546,144.999132,"The Bottle O Northcote - Tbo X",,,"(03) 9486 3585",,,,,,,,,,,,,,
102870,Moe,3825,"45 Lloyd St",,-38.177398,146.262,"the Bottle-O Moe Hotel - Moe Hotel",,,"(03) 5127 1009",,,,,,,,,,,,,,
102790,Cranbourne,3977,"235 Pearcedale Rd",,-38.148863,145.245002,"the Bottle-O Cranbourne South - Tbo Sth - Lurline Street Liquor",,,"(03) 9782 2930",,,,,,,,,,,,,,
102785,"Springvale Sth",3172,"561-563 Springvale Rd",,-37.971368,145.148984,"TBO Steve's Liquor - Steves Liquor S/Vale Sth",,,"(03) 9546 4868",,,,,,,,,,,,,,
102730,"Endeavour Hills",3802,"2 Raymond Mcmahon Blvd",,-37.977736,145.261579,"Bottle O at Endeavour Hill - At Cellars - Shop 11",,,"(03) 9700 3300",,,,,,,,,,,,,,
102720,"North Essendon",3041,"318 Keilor Rd",,-37.737482,144.893501,"The Bottle-O North Essendon - Tbo Keilor Road Cellars *Cc* - Shop 1",,,"(03) 9374 4445",,,,,,,,,,,,,,
102675,"Point Cook",3030,"300 Point Cook Rd",,-37.895713,144.751844,"The Bottle O Sanctuary Lakes - Bottle O Sanctuary Lakes - Shop 44",,,"(03) 9394 8724",,,,,,,,,,,,,,
102665,Cranbourne,3977,"Lurline St",,-38.111696,145.274976,"the Bottle-O Lurline St - Shop 6",,,"(03) 5995 0422",,,,,,,,,,,,,,
102625,"Wheelers Hill",3150,"190-200 Jells Rd",,-37.910262,145.189386,"Bottle O Wheels Hill - Tbo Cellars - Shop 15",,,"(03) 9561 8773",,,,,,,,,,,,,,
102620,"Ferntree Gully",3156,"1009 BURWOOD HIGHW",,-37.888204,145.290182,"Bottle O Ferntree Gully - Hillview Shopping Centre - Shop 7",,,"(03) 9758 7358",,,,,,,,,,,,,,
102555,Dromana,3936,"183-185 Point Nepean Rd",,-38.332024,144.966732,"the Bottle-O Dromana & Supermarket - Seabreeze Cellars",,,"(03) 5987 2366",,,,,,,,,,,,,,
102500,Reservoir,3073,"315 Spring St",,-37.714999,145.007221,"The Bottle O Reservoir - Tbo X",,,"(03) 9462 4449",,,,,,,,,,,,,,
102490,"St Kilda",3182,"13A-15A Fitzroy St",,-37.862465,144.973263,"The Bottle-O St Kilda - Tbo St",,,"(03) 8368 6300",,,,,,,,,,,,,,
102435,"South Yarra",3141,"403 Malvern Rd",,-37.847421,144.999888,"Bottle O South Yarra - Tbo",,,"(03) 9827 2581",,,,,,,,,,,,,,
102420,Hastings,3915,"72-74 High St",,-38.307511,145.190123,"The Bottleo Hastings - Hastings Cellars",,,"(03) 5979 1102",,,,,,,,,,,,,,
102395,Benleigh,3204,"271-275 Centre Rd",,-37.91753,145.032761,"The Bottle O Grapevine - At The Grapevine Liquor",,,"(03) 9563 9693",,,,,,,,,,,,,,
102380,Beaconsfield,3807,"4/40 Old Princes Hwy",,-38.046839,145.368596,"Bottle O at Beaconsfield - Tbo",,,"(03) 9707 1092",,,,,,,,,,,,,,
102360,Langwarrin,3910,"303 Cranbourne Rd",,-38.146062,145.201087,"The Bottle O Jacks liquor - Jack'S Liquor",,,"(03) 9775 8166",,,,,,,,,,,,,,
102330,"Pascoe Vale",3044,"18 Devon Rd",,-37.722018,144.929493,"The Bottleo Pascoe Vale - Bottle O*Dd*",,,"(03) 9300 3674",,,,,,,,,,,,,,
102300,Werribee,3030,"113 Rosella Ave",,-37.881328,144.66819,"Bottle O Rosella Cellars - At Rosella Cellars",,,"(03) 8742 6188",,,,,,,,,,,,,,
102245,Pakenham,3810,"19-27 Lakeside Blvd",,-38.06398,145.454768,"the Bottle-O Pakenham - Lakeside Cellars - Shop 11",,,"(03) 5941 8816",,,,,,,,,,,,,,
102185,"Carrum Downs",3201,"100 Hall Rd",,-38.101807,145.18683,"THE BOTTLE-O AT CARRUM DOWNS - Tbo Downs X - Shop T2&T3",,,"(03) 9782 8711",,,,,,,,,,,,,,
102160,Seaford,3198,"118 Nepean Hwy",,-38.102724,145.126075,"the Bottle-O Nepean Cellars - Nepean Cellars",,,"(03) 9782 3157",,,,,,,,,,,,,,
102145,Kealba,3021,"158 Sunshine Ave2-8 Stenson Road",,-37.739461,144.824617,"The Bottle O Kealba - Shop 5",,,"(03) 9364 1166",,,,,,,,,,,,,,
102140,"Springvale North",3171,"120 Police Rd",,-37.934824,145.168809,"Bottle O Sandown Cellars - Sandown Cellars",,,"(03) 9546 6763",,,,,,,,,,,,,,
102015,"Hoppers Crossing",3029,"377 Sayers Rd",,-37.850987,144.707461,"Bottle O Sayers Rd - Tbo Sayers Road*Dd* - Shop 2-3",,,"(03) 9974 6822",,,,,,,,,,,,,,
101935,Frankston,3199,"46 Heatherhill Rd",,-38.159334,145.140753,"the Bottle-O Heatherhill & Supermarket - Heatherhill Cellars - Shop 2 & 3",,,"(03) 9783 6683",,,,,,,,,,,,,,
101855,Laverton,3028,"12 Lohse St",,-37.862863,144.771389,"The Bottle-O Laverton - Tbo Liquor*Dd*",,,"(03) 8368 2774",,,,,,,,,,,,,,
101845,Greensborough,3088,"75 Main St",,-37.702773,145.104874,"The Bottle O Greensborough - Greensborough Hotel",,,"(03) 9435 1911",,,,,,,,,,,,,,
101840,Chadstone,3148,"414 Huntingdale Rd",,-37.881781,145.10942,"The Bottle-O Chadstone Cellars ",,,"(03) 9809 5811",,,,,,,,,,,,,,
101820,"Swan Hill",3585,"297 Campbell St",,-35.343089,143.560961,"the Bottle-O Swan Hill - Tbo Central Liquor Barn X",,,"(03) 5032 0033",,,,,,,,,,,,,,
101810,Mentone,3194,"88 Charman Rd",,-37.979566,145.053263,"Bottle O at Mentone - Tbo",,,"(03) 9583 3330",,,,,,,,,,,,,,
101800,"Hoppers Crossing",3029,"29-31 Heaths Rd",,-37.880016,144.702899,"The Bottle-O Hoppers Crossing - Bottle- X",,,"(03) 9974 6799",,,,,,,,,,,,,,
43285,Echuca,3564,"1/110 Northern Hwy",,-36.150583,144.731367,"THE BOTTLE O STEVE'S ECHUCA LIQUOR",,,"(03) 5482 3525",,,,,,,,,,,,,,
43100,Geelong,3220,"7-21 Bellerine St",,-38.148556,144.366079,"the Bottle O Lord Nelson - The Lord Nelson",,,"(03) 5222 8725",,,,,,,,,,,,,,
43060,Benalla,3672,"88-90 Bridge St",,-36.551289,145.986121,"THE BOTTLE O BENALLA - Bottle-O X",,,"(03) 5762 7557",,,,,,,,,,,,,,
43005,Norlane,3214,"5/12 Labuan Sq",,-38.096182,144.359988,"The Bottle O Labuan Square Norlane - Tbo",,,"(03) 5272 1737",,,,,,,,,,,,,,
42990,Sebastopol,3356,"25B Albert St",,-37.584104,143.841512,"the Bottle O Ballarat",,,"(03) 5336 3003",,,,,,,,,,,,,,
42980,Mooroopna,3629,"2 Morrell St",,-36.393878,145.359485,"THE BOTTLE O MOOROOPNA - Tbo Walkers X",,,"(03) 5825 4015",,,,,,,,,,,,,,
42955,Newtown,3220,"310 Latrobe Tce",,-38.152877,144.3514,"the Bottle O La Trobe Terrace Newtown - Bottleo Liquor *Dd*",,,"(03) 5222 5025",,,,,,,,,,,,,,
318938,Ballajura,6066,"2/225 Illawarra Crescent",,-31.840220018831,115.89621070982,"The Bottle-O Ballajura ",,,,,,,,,,,,,,,,,
312590,Armadale,6112,"142 Jull St",,-32.151324908819,116.01671825857,"The Bottle O Armadale",,,,,,,,,,,,,,,,,
312589,Beechboro,6063,"499 Beechboro Rd",,-31.868390251011,115.92443029555,"BOTTLE O BEECHBORO",,,,,,,,,,,,,,,,,
307705,Mandurah,6210,"20 Sholl St",,-32.531839630711,115.72114793941,"The Bottle O Mandurah ",,,"(08) 9567 5610",,,,,,,,,,,,,,
304306,Gidgegannup,6083,"2086 Toodyay Rd",,-31.794319,116.193315,"The Bottle-O Gidgie Grog ",,,,,,,,,,,,,,,,,
302481,Rossmoyne,6148,"5 Third Ave",,-32.039008,115.867864,"The Bottle O Rossmoyne ",,,"(08) 9457 6439",,,,,,,,,,,,,,
302480,Langford,6147,"72 Langford Ave",,-32.043239,115.942087,"TBO Langford - Rendezvous Bar And Grill *Dd*",,,"(08) 9097 5117",,,,,,,,,,,,,,
302479,Byford,6122,"15 Covenant Lane",,-32.22484,115.98829,"The Glades Liquor Store - Glades Liquor Store - Shop 4",,,"(08) 9557 3359",,,,,,,,,,,,,,
302305,Fremantle,6160,"73 Wray Ave",,-32.062136,115.757329,"The bottle O Beaconsfield - Beaconsfield Hotel *Nl*",,,"(08) 9455 2282",,,,,,,,,,,,,,
302302,Yanchep,6035,"4 Village Row",,-31.548986,115.636473,"The Bottle-O Yanchep - The Bottle-O Yanchep",,,"(08) 9561 2777",,,,,,,,,,,,,,
302297,Attadale,6156,"6-8 Hislop Rd",,-32.031368,115.80902,"The Bottle O Attadale - Legends Bar & Bottleshop",,,"(08) 9330 1672",,,,,,,,,,,,,,
302291,Forrestfield,6058,"51 Edinburgh Rd",,-31.995012,116.011193,"The Bottle-O Forrestfield ",,,,,,,,,,,,,,,,,
271723,Rockingham,6168,"12 Belgravia Tce",,-32.29251,115.721901,"The Bottle O Rockingham - Anchorage Shopping Centre",,,"(08) 9529 1445",,,,,,,,,,,,,,
266688,Wundowie,6560,"46-48 Boronia Ave",,-31.75876,116.384191,"THE BOTTLE-O WUNDOWIE ",,,"(08) 9573 6229",,,,,,,,,,,,,,
102710,Balcatta,6021,"426 Main St",,-31.877883,115.828679,"The Bottle-O Main St Cellars - Main Street Cellars - Unit 1",,,"(08) 9349 7928",,,,,,,,,,,,,,
102650,Embleton,6062,"43 Rothbury Rd",,-31.905833,115.909735,"The Bottle-O Embleton - Embleton Liquor Store - Shop 1",,,"(08) 9271 8550",,,,,,,,,,,,,,
102325,"East Vic Park",6101,"855 Albany Hwy",,-31.984991,115.902993,"The Bottle O East Victoria Park - Luckies Liquor Tbo",,,"(08) 9470 4422",,,,,,,,,,,,,,
102220,Kiara,6054,"149 Morley Dr",,-31.887097,115.937549,"The Bottle-O Kiara - Kiara Liquor Store - Lot 1",,,"(08) 9379 9100",,,,,,,,,,,,,,
43020,Gosnells,6110,"62 Ashburton Dr",,-32.089326,115.987391,"The Bottle O Ashburton - Ashburton Liquor Store - Shp 1-2",,,"(08) 9398 9949",,,,,,,,,,,,,,
319037,Walpole,6398,"23 NOCKOLDS STREET",,-34.976724,116.730406,"The Bottle O Walpole ",,,"(08) 9840 1031",,,,,,,,,,,,,,
319035,"Three Springs",6519,"92 Railway Rd",,-29.534747,115.763266,"The Bottle-O Three Springs ",,,"(08) 9954 1102",,,,,,,,,,,,,,
319026,Onslow,6710,"35 Second Ave",,-21.637641,115.11287,"The Bottle-O Onslow ",,,"(08) 9184 6003",,,,,,,,,,,,,,
319023,"Mount Barker",6324,"9 Lowood Rd",,-34.625375,117.661002,"The Bottle O Mount Barker - Plantagenet Hotel",,,"(08) 9851 1008",,,,,,,,,,,,,,
319021,Manjimup,6258,"109 Giblett St",,-34.246626,116.1433324,"TBO Manjimup ",,,"(04) 0939 9420",,,,,,,,,,,,,,
319020,Kellerberrin,6410,"62 Massingham St",,-31.634189,117.719,"The Bottle O Kellerberrin - Farmers Co-Op",,,"(08) 9045 4105",,,,,,,,,,,,,,
319017,Dongara,6525,"17 Moreton Tce",,-29.250879,114.932809,"The Bottle-O Dongara, Shop 1",,,"(08) 9927 1021",,,,,,,,,,,,,,
319016,Dalwallinu,6609,"47 Johnston St",,-30.276624,116.662131,"The Bottle-O Dalwallinu ",,,"(08) 9661 1110",,,,,,,,,,,,,,
319014,Brunswick,6224,"38A Ommaney Rd",,-33.253615,115.838512,"The Bottle O Brunswick - Junction *Dd*",,,"(08) 9726 1555",,,,,,,,,,,,,,
319012,BODDINGTON,6390,"29 BANNISTER ROAD",,-32.801470918441,116.47564330174,"THE BOTTLE O BODDINGTON ",,,,,,,,,,,,,,,,,
319011,Beverley,6304,"122 Vincent St",,-32.1085,116.925501,"The Bottle-O Beverley - Beverley Spmrkt & L/Store",,,"(08) 9646 1005",,,,,,,,,,,,,,
319010,Albany,6330,"639 Frenchmans Bay Rd",,-35.0679,117.869969,"Little Grove General Store",,,"(08) 9844 4348",,,,,,,,,,,,,,
319009,Albany,6330,"216-218 North Rd",,-35.0238227,117.8847286,"The Bottle O North Road ",,,"08 9841 6670",,,,,,,,,,,,,,
319033,"Southern Cross",6426,"90-94 Sirius St",,-31.224794,119.324348,"The Bottle O Southern Cross - Railway Hotel Southern Cross",,,"(08) 9049 1030",,,,,,,,,,,,,,
319022,MEEKATHARRA,6642,"22 MAIN ST",,-26.592559877188,118.49597922001,"The Bottle-O Meekatharra",,,,,,,,,,,,,,,,,
319019,Karratha,6714,"35 Searipple Rd",,-20.732567,116.846891,"The Bottle-O Karratha - Ibis Styles Karratha *N* - Lot 1079",,,"(08) 9185 1155",,,,,,,,,,,,,,
319013,"BREMER BAY",6338,"1 MARY STREET",,-34.392250691385,119.38028487782,"BREMER BAY GENERAL STORE",,,,,,,,,,,,,,,,,
320156,CANBERRA,2600,"20 ALLARA STREET",,-35.282392124349,149.1334600629,"BOTTLE-O ALLARA STREET - BOTTLE-O ALLARA STREET",,,,,,,,,,,,,,,,,
320134,CHERRYBROOK,2126,"132 SHEPHERDS DRIVE",,-33.714232369574,151.05097587017,"THE BOTTLE-O CHERRYBROOK",,,,,,,,,,,,,,,,,
320133,"CARDIFF SOUTH",2285,"15 GERTRUDE STREET",,-32.957553191381,151.6624437347,"BOTTLE-O CARDIFF SOUTH CELLARS - BOTTLE-O CARDIFF SOUTH CELLARS",,,,,,,,,,,,,,,,,
320132,EMERTON,2770,"139 POPONDETTA ROAD",,-33.743603615325,150.81015213934,"THE BOTTLE-O CEDARS TAVERN EMERTON",,,,,,,,,,,,,,,,,
320131,"ST MARYS",2760,"27 QUEEN STREET",,-33.763116859099,150.77448785537,"THE BOTTLE-O ST MARYS HOTEL",,,,,,,,,,,,,,,,,
320130,LEUMEAH,2560,"543 PEMBROKE RD",,-34.052639597696,150.83013303518,"THE BOTTLE-O LEUMEAH HOTEL",,,,,,,,,,,,,,,,,
320129,POTTSVILLE,2489,"40 OVERALL DRIVE",,-28.394888568275,153.5630493819,"THE BOTTLE-O AT POTTSVILLE",,,,,,,,,,,,,,,,,
319890,"WERRIS CREEK",2341,"56 SINGLE STREET",,-31.349891847727,150.64787622343,"THE BOTTLE-O WERRIS CREEK",,,,,,,,,,,,,,,,,
319889,"TUROSS HEAD",2537,"38 EVANS ROAD",,-36.059012041965,150.13922849485,"THE BOTTLE-O TUROSS CELLARS - THE BOTTLE-O TUROSS CELLARS",,,,,,,,,,,,,,,,,
318934,Holt,2615,"48 Hardwick Cres",,-35.222336869964,149.01995544116,"The Bottle-O Kippax - Sh 4",,,,,,,,,,,,,,,,,
318933,"Glen Innes",2370,"Cnr Grey &Wentworth St",,-29.741264496221,151.73466560284,"The Bottle-O Club Hotel Glen Innes",,,,,,,,,,,,,,,,,
318931,"Kurri Kurri",2327,"67 Lang St",,-32.815024443022,151.48863812412,"RITCHIES BOTTLE-O KURRI KURRI - Ritchies Bottle-O Kurri Kurri",,,,,,,,,,,,,,,,,
318930,"Lennox Head",2478,"17-19 Pacific Parade",,-28.793525344686,153.59365122785,"The Bottlo Lennox Heads",,,,,,,,,,,,,,,,,
318928,Armidale,2350,"107 Beardy St",,-30.514080983104,151.66932004565,"Royal Hotel Armidale",,,,,,,,,,,,,,,,,
318927,Crookwell,2583,"101 Goulburn St",,-34.45837008996,149.47030231213,"The Bottle O Crookwell Hotel Motel",,,,,,,,,,,,,,,,,
318926,Wilberforce,2756,"10 Rose Street",,-33.565510613281,150.83949345877,"TBO Wilberforce - Tbo Wilberforce",,,,,,,,,,,,,,,,,
318925,Frederickton,2440,"10 Macleay Street",,-31.038033632802,152.87821392867," Bottle-O Macleay River Hotel",,,,,,,,,,,,,,,,,
318924,Colovale,2575,"1 Elm St",,-34.402993692483,150.48854603415,"COLOVALE VILLAGE STORE - Colovale Village Store",,,,,,,,,,,,,,,,,
